
,right,left,jump,jumpUp,leftUp,rightUp
14,0.4259276380762458,0.049270630115643144,0.5248017318081111,0.3998076250461851,0.2913346050856367,0.30885776986817814
15,0.5228248142532815,0.0051307628104763185,0.472044422936242,0.47220448255992453,0.15768163507384375,0.3701138823662318
16,0.2638819158400109,0.27570053690018814,0.46041754725980094,0.6592728675224602,0.2476073087579473,0.09311982371959265

,right,left,jump,jumpUp,leftUp,rightUp
1,0.46196705852162606,0.05343961281506734,0.48459332866330657,0.47220448255992453,0.15768163507384375,0.3701138823662318
2,0.5096276267041693,0.005001251667864286,0.4853711216279665,0.4660906253360344,0.14898088284136538,0.3849284918226002
3,0.35274276048492353,0.189020961894339,0.45823627762073743,0.46531108062474813,0.15537974483665848,0.3793091745385935
4,0.5228248142532816,0.005130762810476319,0.4720444229362421,0.47309940830409863,0.1512211653475259,0.3756794263483755
5,0.35274276048492353,0.189020961894339,0.45823627762073743,0.4660906253360344,0.14898088284136538,0.3849284918226002
6,0.4141224307979014,0.047905022558742405,0.5379725466433563,0.4660906253360344,0.14898088284136538,0.3849284918226002
7,0.35606843255558485,0.035459972558377496,0.6084715948860376,0.5399956818298749,0.22328703589760454,0.2367172822725206
8,0.37800673995371475,0.1617205145919793,0.4602727454543059,0.5303658412363687,0.13104566974330353,0.3385884890203278
9,0.35274276048492353,0.189020961894339,0.45823627762073743,0.4660906253360344,0.14898088284136538,0.3849284918226002
10,0.5228248142532816,0.005130762810476319,0.4720444229362421,0.47220448255992453,0.15768163507384375,0.3701138823662318
11,0.45630155856878335,0.05278423681303683,0.49091420461817986,0.4660906253360344,0.14898088284136538,0.3849284918226002
